zip,wiki_url
10986,
10987,
10988,
10989,
10990,
10992,
10993,
10994,
10996,
10998,
11001,https://en.wikipedia.org/wiki/11001
11003,
11004,
11005,https://en.wikipedia.org/wiki/11005
11010,
11020,
11021,
11023,
11024,
11030,
11040,https://en.wikipedia.org/wiki/11040
11042,
11050,
11096,
11101,
11102,
11103,
11104,
11105,
11106,
11109,
11201,
11203,
11204,
11205,
11206,
11207,
11208,
11209,
11210,
11211,https://en.wikipedia.org/wiki/11211
11212,
11213,
11214,
11215,
11216,
11217,
11218,
11219,
11220,
11221,
11222,
11223,
11224,
11225,
11226,
11228,
11229,
11230,
11231,
11232,
11233,
11234,
11235,
11236,
11237,
11238,
11239,
11351,
11354,
11355,
11356,
11357,
11358,
11359,
11360,
11361,
11362,
11363,https://en.wikipedia.org/wiki/11363
11364,
11365,
11366,
11367,
11368,
11369,
11370,
11371,
11372,
11373,
11374,
11375,
11377,
11378,
11379,
11385,
11411,
11412,
11413,
11414,
11415,
11416,
11417,
11418,
11419,
11420,
11421,
11422,
11423,
11424,
11425,
11426,
11427,
11428,
11429,
11430,
11432,
11433,
11434,
11435,
11436,
11451,
11501,
11507,
11509,
11510,
11514,
11516,
11518,
11520,
11530,
11542,
11545,
11547,
11548,
11549,
11550,
11552,
11553,
11554,
11556,
11557,
11558,
11559,
11560,
11561,
11563,
11565,
11566,
11568,
11569,
11570,
11572,
11575,
11576,
11577,
11579,
11580,
11581,
11590,
11596,
11598,
11691,
11692,
11693,
11694,
11697,
11701,
11702,
11703,
11704,
11705,
11706,
11709,
11710,
11713,
11714,
11715,
11716,
11717,
11718,
11719,
11720,
11721,
11722,
11724,
11725,
11726,
11727,
11729,
11730,
11731,
11732,
11733,
11735,
11738,
11739,
11740,
11741,
11742,
11743,
11746,
11747,
11749,
11751,
11752,
11753,
11754,
11755,
11756,
11757,
11758,
11762,
11763,
11764,
11765,
11766,
11767,
11768,
11769,
11770,
11771,
11772,
11776,
11777,
11778,
11779,
11780,
11782,
11783,
11784,
11786,
11787,
11788,
11789,
11790,
11791,
11792,
11793,
11794,
11795,
11796,
11797,
11798,
11801,
11803,
11804,
11901,
11930,
11931,
11932,
11933,
11934,
11935,
11937,
11939,
11940,
11941,
11942,
11944,
11946,
11947,
11948,
11949,
11950,
11951,
11952,
11953,
11954,
11955,
11956,
11957,
11958,
11959,
11960,
11961,
11962,
11963,
11964,
11965,
11967,
11968,
11970,
11971,
11972,
11973,
11975,
11976,
11977,
11978,
11980,
12007,
12008,
12009,https://en.wikipedia.org/wiki/12009
12010,
12015,
12017,
12018,
12019,
12020,
12022,
12023,https://en.wikipedia.org/wiki/12023
12024,
12025,
12027,
12028,
12029,
12031,
12032,
12033,
12035,
12036,
12037,
12040,
12041,https://en.wikipedia.org/wiki/12041
12042,
12043,
12045,
12046,
12047,
12051,
12052,
12053,
12054,
12056,
12057,
12058,
12059,
12060,
12061,
12062,
12063,
12064,
12065,
12066,
12067,
12068,
12069,
12070,
12071,
12072,
12074,
12075,
12076,
12077,
12078,
12083,
12084,
12085,
12086,
12087,
12089,
12090,
12092,
12093,
12094,
12095,
12106,
12108,
12110,
12115,
12116,
12117,
12118,
12120,
12121,
12122,
12123,
12124,
12125,
12130,
12131,
12132,
12134,
12136,
12137,
12138,
12139,
12140,
12143,
12144,https://en.wikipedia.org/wiki/12144
12147,
12148,
12149,
12150,
12151,
12153,
12154,
12155,
12156,
12157,
12158,
12159,
12160,
12161,
12164,
12165,
12166,
12167,
12168,
12169,
12170,
12172,
12173,
12174,
12175,
12176,
12177,
12180,
12182,
12183,
12184,
12185,
12186,
12187,
12188,
12189,
12190,
12192,
12193,
12194,
12195,
12196,
12197,
12198,
12202,
12203,
12204,
12205,
12206,
12207,
12208,
12209,
12210,
12211,
12222,
12302,
12303,
12304,
12305,
12306,
12307,
12308,
12309,
12401,
12404,
12405,
12406,
12407,https://en.wikipedia.org/wiki/12407
12409,
12410,
12411,
12412,
12413,
12414,
12416,
12417,
